測站,日期,小時,PM2.5_Value,PM25_Lag_1h,PM25_Lag_2h,PM25_Lag_24h
大同站,2021/12/14,5,9,10,11,12
大同站,2021/12/14,6,15,9,10,9
大同站,2021/12/14,7,21,15,9,17
大同站,2021/12/14,8,19,21,15,21
大同站,2021/12/14,9,19,19,21,24
大同站,2021/12/14,10,15,19,19,16
大同站,2021/12/14,11,12,15,19,19
大同站,2021/12/14,12,11,12,15,14
大同站,2021/12/14,13,11,11,12,16
大同站,2021/12/14,14,12,11,11,21
大同站,2021/12/14,15,16,12,11,22
大同站,2021/12/14,16,11,16,12,21
大同站,2021/12/14,17,13,11,16,23
大同站,2021/12/14,18,14,13,11,20
大同站,2021/12/14,19,15,14,13,21
大同站,2021/12/14,20,13,15,14,19
大同站,2021/12/14,21,13,13,15,19
大同站,2021/12/14,22,12,13,13,15
大同站,2021/12/14,23,9,12,13,15
大同站,2021/12/15,0,8,9,12,15
大同站,2021/12/15,1,5,8,9,10
大同站,2021/12/15,2,3,5,8,9
大同站,2021/12/15,3,6,3,5,11
大同站,2021/12/15,4,7,6,3,10
大同站,2021/12/15,5,7,7,6,9
大同站,2021/12/15,6,16,7,7,15
大同站,2021/12/15,7,18,16,7,21
大同站,2021/12/15,8,21,18,16,19
大同站,2021/12/15,9,15,21,18,19
大同站,2021/12/15,10,6,15,21,15
大同站,2021/12/15,11,5,6,15,12
大同站,2021/12/15,12,8,5,6,11
大同站,2021/12/15,13,8,8,5,11
大同站,2021/12/15,14,7,8,8,12
大同站,2021/12/15,15,11,7,8,16
大同站,2021/12/15,16,16,11,7,11
大同站,2021/12/15,17,21,16,11,13
大同站,2021/12/15,18,17,21,16,14
大同站,2021/12/15,19,17,17,21,15
大同站,2021/12/15,20,16,17,17,13
大同站,2021/12/15,21,15,16,17,13
大同站,2021/12/15,22,18,15,16,12
大同站,2021/12/15,23,15,18,15,9
大同站,2021/12/16,0,5,15,18,8
大同站,2021/12/16,1,15,5,15,5
大同站,2021/12/16,2,31,15,5,3
大同站,2021/12/16,3,34,31,15,6
大同站,2021/12/16,4,32,34,31,7
大同站,2021/12/16,5,31,32,34,7
大同站,2021/12/16,6,37,31,32,16
大同站,2021/12/16,7,34,37,31,18
大同站,2021/12/16,8,16,34,37,21
大同站,2021/12/16,9,24,16,34,15
大同站,2021/12/16,10,24,24,16,6
大同站,2021/12/16,11,38,24,24,5
大同站,2021/12/16,12,36,38,24,8
大同站,2021/12/16,13,34,36,38,8
大同站,2021/12/16,15,27,34,36,7
大同站,2021/12/16,16,22,27,34,11
大同站,2021/12/16,17,32,22,27,16
大同站,2021/12/16,18,39,32,22,21
大同站,2021/12/16,19,46,39,32,17
大同站,2021/12/16,20,34,46,39,17
大同站,2021/12/16,21,30,34,46,16
大同站,2021/12/16,22,29,30,34,15
大同站,2021/12/16,23,31,29,30,18
大同站,2021/12/17,0,29,31,29,15
大同站,2021/12/17,1,23,29,31,5
大同站,2021/12/17,2,30,23,29,15
大同站,2021/12/17,3,26,30,23,31
大同站,2021/12/17,4,24,26,30,34
大同站,2021/12/17,5,13,24,26,32
大同站,2021/12/17,6,22,13,24,31
大同站,2021/12/17,7,21,22,13,37
大同站,2021/12/17,8,23,21,22,34
大同站,2021/12/17,9,20,23,21,16
大同站,2021/12/17,10,19,20,23,24
大同站,2021/12/17,11,21,19,20,24
大同站,2021/12/17,12,17,21,19,38
大同站,2021/12/17,13,16,17,21,36
大同站,2021/12/17,14,23,16,17,34
大同站,2021/12/17,15,37,23,16,27
大同站,2021/12/17,16,50,37,23,22
大同站,2021/12/17,17,36,50,37,32
大同站,2021/12/17,18,24,36,50,39
大同站,2021/12/17,19,22,24,36,46
大同站,2021/12/17,20,21,22,24,34
大同站,2021/12/17,21,24,21,22,30
大同站,2021/12/17,22,24,24,21,29
大同站,2021/12/17,23,23,24,24,31
大同站,2021/12/18,0,16,23,24,29
大同站,2021/12/18,1,15,16,23,23
大同站,2021/12/18,2,20,15,16,30
大同站,2021/12/18,3,13,20,15,26
大同站,2021/12/18,4,16,13,20,24
大同站,2021/12/18,5,14,16,13,13
大同站,2021/12/18,6,13,14,16,22
大同站,2021/12/18,7,14,13,14,21
大同站,2021/12/18,8,15,14,13,23
大同站,2021/12/18,9,18,15,14,20
大同站,2021/12/18,10,19,18,15,19
大同站,2021/12/18,11,18,19,18,21
大同站,2021/12/18,12,17,18,19,17
大同站,2021/12/18,13,14,17,18,16
大同站,2021/12/18,14,17,14,17,23
大同站,2021/12/18,15,14,17,14,37
大同站,2021/12/18,16,16,14,17,50
大同站,2021/12/18,17,13,16,14,36
大同站,2021/12/18,18,15,13,16,24
大同站,2021/12/18,19,20,15,13,22
大同站,2021/12/18,20,25,20,15,21
大同站,2021/12/18,21,13,25,20,24
大同站,2021/12/18,22,17,13,25,24
大同站,2021/12/18,23,13,17,13,23
大同站,2021/12/19,0,11,13,17,16
大同站,2021/12/19,1,174,11,13,15
大同站,2021/12/19,2,8,174,11,20
大同站,2021/12/19,3,7,8,174,13
大同站,2021/12/19,4,6,7,8,16
大同站,2021/12/19,5,9,6,7,14
大同站,2021/12/19,6,17,9,6,13
大同站,2021/12/19,7,14,17,9,14
大同站,2021/12/19,8,11,14,17,15
大同站,2021/12/19,9,9,11,14,18
大同站,2021/12/19,10,12,9,11,19
大同站,2021/12/19,11,12,12,9,18
大同站,2021/12/19,12,11,12,12,17
大同站,2021/12/19,13,14,11,12,14
大同站,2021/12/19,14,14,14,11,17
大同站,2021/12/19,15,11,14,14,14
大同站,2021/12/19,16,11,11,14,16
大同站,2021/12/19,17,12,11,11,13
大同站,2021/12/19,18,14,12,11,15
大同站,2021/12/19,19,14,14,12,20
大同站,2021/12/19,20,16,14,14,25
大同站,2021/12/19,21,13,16,14,13
大同站,2021/12/19,22,12,13,16,17
大同站,2021/12/19,23,12,12,13,13
大同站,2021/12/20,0,10,12,12,11
大同站,2021/12/20,1,11,10,12,174
大同站,2021/12/20,2,10,11,10,8
大同站,2021/12/20,3,5,10,11,7
大同站,2021/12/20,4,5,5,10,6
大同站,2021/12/20,5,9,5,5,9
大同站,2021/12/20,6,12,9,5,17
大同站,2021/12/20,7,15,12,9,14
大同站,2021/12/20,8,14,15,12,11
大同站,2021/12/20,9,13,14,15,9
大同站,2021/12/20,10,16,13,14,12
大同站,2021/12/20,11,12,16,13,12
大同站,2021/12/20,12,12,12,16,11
大同站,2021/12/20,13,15,12,12,14
大同站,2021/12/20,14,19,15,12,14
大同站,2021/12/20,15,22,19,15,11
大同站,2021/12/20,16,32,22,19,11
大同站,2021/12/20,17,21,32,22,12
大同站,2021/12/20,18,16,21,32,14
大同站,2021/12/20,19,17,16,21,14
大同站,2021/12/20,20,18,17,16,16
大同站,2021/12/20,21,14,18,17,13
大同站,2021/12/20,22,20,14,18,12
大同站,2021/12/20,23,33,20,14,12
大同站,2021/12/21,0,34,33,20,10
大同站,2021/12/21,1,35,34,33,11
大同站,2021/12/21,2,34,35,34,10
大同站,2021/12/21,3,30,34,35,5
大同站,2021/12/21,4,32,30,34,5
大同站,2021/12/21,5,29,32,30,9
大同站,2021/12/21,6,30,29,32,12
大同站,2021/12/21,7,36,30,29,15
大同站,2021/12/21,8,42,36,30,14
大同站,2021/12/21,9,52,42,36,13
大同站,2021/12/21,10,50,52,42,16
大同站,2021/12/21,11,59,50,52,12
大同站,2021/12/21,12,49,59,50,12
大同站,2021/12/21,13,45,49,59,15
大同站,2021/12/21,14,36,45,49,19
大同站,2021/12/21,15,22,36,45,22
大同站,2021/12/21,16,15,22,36,32
大同站,2021/12/21,17,19,15,22,21
大同站,2021/12/21,18,17,19,15,16
大同站,2021/12/21,19,10,17,19,17
大同站,2021/12/21,20,8,10,17,18
大同站,2021/12/21,21,8,8,10,14
大同站,2021/12/21,22,6,8,8,20
大同站,2021/12/21,23,4,6,8,33
大同站,2021/12/22,0,3,4,6,34
大同站,2021/12/22,1,5,3,4,35
大同站,2021/12/22,2,6,5,3,34
大同站,2021/12/22,3,4,6,5,30
大同站,2021/12/22,4,3,4,6,32
大同站,2021/12/22,5,4,3,4,29
大同站,2021/12/22,6,9,4,3,30
大同站,2021/12/22,7,9,9,4,36
大同站,2021/12/22,8,13,9,9,42
大同站,2021/12/22,9,13,13,9,52
大同站,2021/12/22,10,9,13,13,50
大同站,2021/12/22,11,10,9,13,59
大同站,2021/12/22,12,15,10,9,49
大同站,2021/12/22,13,13,15,10,45
大同站,2021/12/22,14,10,13,15,36
大同站,2021/12/22,15,14,10,13,22
大同站,2021/12/22,16,14,14,10,15
大同站,2021/12/22,17,19,14,14,19
大同站,2021/12/22,18,21,19,14,17
大同站,2021/12/22,19,31,21,19,10
大同站,2021/12/22,20,26,31,21,8
大同站,2021/12/22,21,32,26,31,8
大同站,2021/12/22,22,31,32,26,6
大同站,2021/12/22,23,27,31,32,4
大同站,2021/12/23,0,23,27,31,3
大同站,2021/12/23,1,21,23,27,5
大同站,2021/12/23,2,18,21,23,6
大同站,2021/12/23,3,21,18,21,4
大同站,2021/12/23,4,21,21,18,3
大同站,2021/12/23,5,16,21,21,4
大同站,2021/12/23,6,25,16,21,9
大同站,2021/12/23,7,32,25,16,9
大同站,2021/12/23,8,31,32,25,13
大同站,2021/12/23,9,35,31,32,13
大同站,2021/12/23,10,28,35,31,9
大同站,2021/12/23,11,24,28,35,10
大同站,2021/12/23,12,22,24,28,15
大同站,2021/12/23,13,24,22,24,13
大同站,2021/12/23,14,21,24,22,10
大同站,2021/12/23,15,22,21,24,14
大同站,2021/12/23,16,20,22,21,14
大同站,2021/12/23,17,20,20,22,19
大同站,2021/12/23,18,21,20,20,21
大同站,2021/12/23,19,27,21,20,31
大同站,2021/12/23,20,27,27,21,26
大同站,2021/12/23,21,27,27,27,32
大同站,2021/12/23,22,29,27,27,31
大同站,2021/12/23,23,30,29,27,27
大同站,2021/12/24,0,36,30,29,23
大同站,2021/12/24,1,49,36,30,21
大同站,2021/12/24,2,44,49,36,18
大同站,2021/12/24,3,36,44,49,21
大同站,2021/12/24,4,19,36,44,21
大同站,2021/12/24,5,20,19,36,16
大同站,2021/12/24,6,19,20,19,25
大同站,2021/12/24,7,16,19,20,32
大同站,2021/12/24,8,14,16,19,31
大同站,2021/12/24,9,19,14,16,35
大同站,2021/12/24,10,12,19,14,28
大同站,2021/12/24,12,12,12,19,24
大同站,2021/12/24,13,16,12,12,22
大同站,2021/12/24,14,19,16,12,24
大同站,2021/12/24,15,11,19,16,21
大同站,2021/12/24,16,16,11,19,22
大同站,2021/12/24,17,16,16,11,20
大同站,2021/12/24,18,21,16,16,20
大同站,2021/12/24,19,19,21,16,21
大同站,2021/12/24,20,22,19,21,27
大同站,2021/12/24,21,20,22,19,27
大同站,2021/12/24,22,23,20,22,27
大同站,2021/12/24,23,37,23,20,29
大同站,2021/12/25,0,31,37,23,30
大同站,2021/12/25,1,23,31,37,36
大同站,2021/12/25,2,18,23,31,49
大同站,2021/12/25,3,24,18,23,44
大同站,2021/12/25,4,18,24,18,36
大同站,2021/12/25,5,19,18,24,19
大同站,2021/12/25,6,13,19,18,20
大同站,2021/12/25,7,21,13,19,19
大同站,2021/12/25,8,19,21,13,16
大同站,2021/12/25,9,18,19,21,14
大同站,2021/12/25,10,11,18,19,19
大同站,2021/12/25,11,10,11,18,12
大同站,2021/12/25,12,16,10,11,12
大同站,2021/12/25,13,13,16,10,16
大同站,2021/12/25,14,15,13,16,19
大同站,2021/12/25,15,16,15,13,11
大同站,2021/12/25,16,12,16,15,16
大同站,2021/12/25,17,10,12,16,16
大同站,2021/12/25,18,11,10,12,21
大同站,2021/12/25,19,7,11,10,19
大同站,2021/12/25,20,9,7,11,22
大同站,2021/12/25,21,8,9,7,20
大同站,2021/12/25,22,10,8,9,23
大同站,2021/12/25,23,10,10,8,37
大同站,2021/12/26,0,11,10,10,31
大同站,2021/12/26,1,7,11,10,23
大同站,2021/12/26,2,6,7,11,18
大同站,2021/12/26,3,7,6,7,24
大同站,2021/12/26,4,4,7,6,18
大同站,2021/12/26,5,1,4,7,19
大同站,2021/12/26,6,5,1,4,13
大同站,2021/12/26,7,6,5,1,21
大同站,2021/12/26,8,6,6,5,19
大同站,2021/12/26,9,9,6,6,18
大同站,2021/12/26,10,6,9,6,11
大同站,2021/12/26,11,8,6,9,10
大同站,2021/12/26,12,8,8,6,16
大同站,2021/12/26,13,9,8,8,13
大同站,2021/12/26,14,10,9,8,15
大同站,2021/12/26,15,8,10,9,16
大同站,2021/12/26,16,10,8,10,12
大同站,2021/12/26,17,13,10,8,10
大同站,2021/12/26,18,10,13,10,11
大同站,2021/12/26,19,19,10,13,7
大同站,2021/12/26,20,6,19,10,9
大同站,2021/12/26,21,15,6,19,8
大同站,2021/12/26,22,10,15,6,10
大同站,2021/12/26,23,10,10,15,10
大同站,2021/12/27,0,7,10,10,11
大同站,2021/12/27,1,12,7,10,7
大同站,2021/12/27,2,8,12,7,6
大同站,2021/12/27,3,10,8,12,7
大同站,2021/12/27,4,9,10,8,4
大同站,2021/12/27,5,9,9,10,1
大同站,2021/12/27,6,11,9,9,5
大同站,2021/12/27,7,12,11,9,6
大同站,2021/12/27,8,15,12,11,6
大同站,2021/12/27,9,19,15,12,9
大同站,2021/12/27,10,18,19,15,6
大同站,2021/12/27,11,15,18,19,8
大同站,2021/12/27,12,18,15,18,8
大同站,2021/12/27,13,12,18,15,9
大同站,2021/12/27,14,14,12,18,10
大同站,2021/12/27,15,11,14,12,8
大同站,2021/12/27,16,17,11,14,10
大同站,2021/12/27,17,12,17,11,13
大同站,2021/12/27,18,15,12,17,10
大同站,2021/12/27,19,18,15,12,19
大同站,2021/12/27,20,15,18,15,6
大同站,2021/12/27,21,14,15,18,15
大同站,2021/12/27,22,17,14,15,10
大同站,2021/12/27,23,12,17,14,10
大同站,2021/12/28,0,6,12,17,7
大同站,2021/12/28,1,5,6,12,12
大同站,2021/12/28,2,6,5,6,8
大同站,2021/12/28,3,6,6,5,10
大同站,2021/12/28,4,6,6,6,9
大同站,2021/12/28,5,8,6,6,9
大同站,2021/12/28,6,9,8,6,11
大同站,2021/12/28,7,11,9,8,12
大同站,2021/12/28,8,14,11,9,15
大同站,2021/12/28,9,13,14,11,19
大同站,2021/12/28,10,11,13,14,18
大同站,2021/12/28,11,13,11,13,15
大同站,2021/12/28,12,10,13,11,18
大同站,2021/12/28,13,11,10,13,12
大同站,2021/12/28,15,7,11,10,14
大同站,2021/12/28,16,14,7,11,11
大同站,2021/12/28,17,10,14,7,17
大同站,2021/12/28,18,11,10,14,12
大同站,2021/12/28,19,12,11,10,15
大同站,2021/12/28,20,12,12,11,18
大同站,2021/12/28,21,13,12,12,15
大同站,2021/12/28,22,12,13,12,14
大同站,2021/12/28,23,10,12,13,17
大同站,2021/12/29,0,11,10,12,12
大同站,2021/12/29,1,7,11,10,6
大同站,2021/12/29,2,7,7,11,5
大同站,2021/12/29,3,5,7,7,6
大同站,2021/12/29,4,8,5,7,6
大同站,2021/12/29,5,7,8,5,6
大同站,2021/12/29,6,14,7,8,8
大同站,2021/12/29,7,21,14,7,9
大同站,2021/12/29,8,23,21,14,11
大同站,2021/12/29,9,25,23,21,14
大同站,2021/12/29,10,24,25,23,13
大同站,2021/12/29,11,12,24,25,11
大同站,2021/12/29,12,11,12,24,13
大同站,2021/12/29,13,11,11,12,10
大同站,2021/12/29,14,9,11,11,11
大同站,2021/12/29,15,13,9,11,7
大同站,2021/12/29,16,10,13,9,14
大同站,2021/12/29,17,11,10,13,10
大同站,2021/12/29,18,15,11,10,11
大同站,2021/12/29,19,23,15,11,12
大同站,2021/12/29,20,19,23,15,12
大同站,2021/12/29,21,20,19,23,13
大同站,2021/12/29,22,18,20,19,12
大同站,2021/12/29,23,14,18,20,10
大同站,2021/12/30,0,9,14,18,11
大同站,2021/12/30,1,6,9,14,7
大同站,2021/12/30,2,7,6,9,7
大同站,2021/12/30,3,15,7,6,5
大同站,2021/12/30,4,18,15,7,8
大同站,2021/12/30,5,20,18,15,7
大同站,2021/12/30,6,24,20,18,14
大同站,2021/12/30,7,30,24,20,21
大同站,2021/12/30,8,33,30,24,23
大同站,2021/12/30,9,27,33,30,25
大同站,2021/12/30,10,30,27,33,24
大同站,2021/12/30,11,32,30,27,12
大同站,2021/12/30,12,23,32,30,11
大同站,2021/12/30,13,32,23,32,11
大同站,2021/12/30,14,28,32,23,9
大同站,2021/12/30,15,25,28,32,13
大同站,2021/12/30,16,27,25,28,10
大同站,2021/12/30,17,33,27,25,11
大同站,2021/12/30,18,34,33,27,15
大同站,2021/12/30,19,34,34,33,23
大同站,2021/12/30,20,35,34,34,19
大同站,2021/12/30,21,30,35,34,20
大同站,2021/12/30,22,24,30,35,18
大同站,2021/12/30,23,29,24,30,14
大同站,2021/12/31,0,24,29,24,9
大同站,2021/12/31,1,15,24,29,6
大同站,2021/12/31,2,18,15,24,7
大同站,2021/12/31,3,13,18,15,15
大同站,2021/12/31,4,12,13,18,18
大同站,2021/12/31,5,8,12,13,20
大同站,2021/12/31,6,17,8,12,24
大同站,2021/12/31,7,20,17,8,30
大同站,2021/12/31,8,20,20,17,33
大同站,2021/12/31,9,23,20,20,27
大同站,2021/12/31,10,19,23,20,30
大同站,2021/12/31,11,21,19,23,32
大同站,2021/12/31,12,18,21,19,23
大同站,2021/12/31,13,16,18,21,32
大同站,2021/12/31,14,17,16,18,28
大同站,2021/12/31,15,17,17,16,25
大同站,2021/12/31,16,12,17,17,27
大同站,2021/12/31,17,13,12,17,33
大同站,2021/12/31,18,15,13,12,34
大同站,2021/12/31,19,15,15,13,34
大同站,2021/12/31,20,15,15,15,35
大同站,2021/12/31,21,15,15,15,30
大同站,2021/12/31,22,11,15,15,24
大同站,2021/12/31,23,11,11,15,29
大安站,2021/11/2,0,6,6,5,5
大安站,2021/11/2,1,5,6,6,5
大安站,2021/11/2,2,4,5,6,5
大安站,2021/11/2,3,5,4,5,6
大安站,2021/11/2,4,11,5,4,6
大安站,2021/11/2,5,14,11,5,5
大安站,2021/11/2,6,15,14,11,8
大安站,2021/11/2,7,16,15,14,10
大安站,2021/11/2,8,18,16,15,15
大安站,2021/11/2,9,18,18,16,22
大安站,2021/11/2,10,18,18,18,23
大安站,2021/11/2,11,16,18,18,21
大安站,2021/11/2,12,12,16,18,17
大安站,2021/11/2,13,11,12,16,16
大安站,2021/11/2,14,10,11,12,16
大安站,2021/11/2,15,8,10,11,13
大安站,2021/11/2,16,7,8,10,10
大安站,2021/11/2,17,12,7,8,4
大安站,2021/11/2,18,15,12,7,5
大安站,2021/11/2,19,18,15,12,9
大安站,2021/11/2,20,20,18,15,9
大安站,2021/11/2,21,20,20,18,7
大安站,2021/11/2,22,21,20,20,5
大安站,2021/11/2,23,21,21,20,6
大安站,2021/11/3,0,21,21,21,6
大安站,2021/11/3,1,19,21,21,5
大安站,2021/11/3,2,17,19,21,4
大安站,2021/11/3,3,17,17,19,5
大安站,2021/11/3,4,14,17,17,11
大安站,2021/11/3,5,15,14,17,14
大安站,2021/11/3,6,17,15,14,15
大安站,2021/11/3,7,20,17,15,16
大安站,2021/11/3,8,23,20,17,18
大安站,2021/11/3,9,23,23,20,18
大安站,2021/11/3,10,21,23,23,18
大安站,2021/11/3,11,22,21,23,16
大安站,2021/11/3,12,22,22,21,12
大安站,2021/11/3,13,19,22,22,11
大安站,2021/11/3,14,17,19,22,10
大安站,2021/11/3,15,18,17,19,8
大安站,2021/11/3,16,18,18,17,7
大安站,2021/11/3,17,15,18,18,12
大安站,2021/11/3,18,15,15,18,15
大安站,2021/11/3,19,15,15,15,18
大安站,2021/11/3,20,17,15,15,20
大安站,2021/11/3,21,17,17,15,20
大安站,2021/11/3,22,17,17,17,21
大安站,2021/11/3,23,16,17,17,21
大安站,2021/11/4,0,14,16,17,21
大安站,2021/11/4,1,14,14,16,19
大安站,2021/11/4,2,16,14,14,17
大安站,2021/11/4,6,17,16,14,17
大安站,2021/11/4,7,15,17,16,14
大安站,2021/11/4,8,14,15,17,15
大安站,2021/11/4,9,15,14,15,17
大安站,2021/11/4,10,17,15,14,20
大安站,2021/11/4,11,16,17,15,23
大安站,2021/11/4,12,12,16,17,23
大安站,2021/11/4,13,13,12,16,21
大安站,2021/11/4,14,10,13,12,22
大安站,2021/11/4,15,11,10,13,22
大安站,2021/11/4,16,10,11,10,19
大安站,2021/11/4,17,9,10,11,17
大安站,2021/11/4,18,8,9,10,18
大安站,2021/11/4,19,8,8,9,18
大安站,2021/11/4,20,8,8,8,15
大安站,2021/11/4,21,9,8,8,15
大安站,2021/11/4,22,10,9,8,15
大安站,2021/11/4,23,9,10,9,17
大安站,2021/11/5,0,8,9,10,17
大安站,2021/11/5,1,5,8,9,17
大安站,2021/11/5,2,4,5,8,16
大安站,2021/11/5,3,4,4,5,14
大安站,2021/11/5,4,5,4,4,14
大安站,2021/11/5,5,4,5,4,16
大安站,2021/11/5,6,1,4,5,17
大安站,2021/11/5,7,5,1,4,15
大安站,2021/11/5,8,7,5,1,14
大安站,2021/11/5,9,7,7,5,15
大安站,2021/11/5,10,5,7,7,17
大安站,2021/11/5,11,8,5,7,16
大安站,2021/11/5,12,20,8,5,12
大安站,2021/11/5,13,32,20,8,13
大安站,2021/11/5,14,37,32,20,10
大安站,2021/11/5,15,40,37,32,11
大安站,2021/11/5,16,40,40,37,10
大安站,2021/11/5,17,36,40,40,9
大安站,2021/11/5,18,32,36,40,8
大安站,2021/11/5,19,31,32,36,8
大安站,2021/11/5,20,32,31,32,8
大安站,2021/11/5,21,31,32,31,9
大安站,2021/11/5,22,30,31,32,10
大安站,2021/11/5,23,29,30,31,9
大安站,2021/11/6,0,25,29,30,8
大安站,2021/11/6,1,18,25,29,5
大安站,2021/11/6,2,15,18,25,4
大安站,2021/11/6,3,13,15,18,4
大安站,2021/11/6,4,9,13,15,5
大安站,2021/11/6,5,11,9,13,4
大安站,2021/11/6,6,13,11,9,1
大安站,2021/11/6,7,15,13,11,5
大安站,2021/11/6,8,22,15,13,7
大安站,2021/11/6,9,24,22,15,7
大安站,2021/11/6,10,23,24,22,5
大安站,2021/11/6,11,26,23,24,8
大安站,2021/11/6,14,18,26,23,20
大安站,2021/11/6,15,31,18,26,32
大安站,2021/11/6,16,33,31,18,37
大安站,2021/11/6,17,31,33,31,40
大安站,2021/11/6,18,28,31,33,40
大安站,2021/11/6,19,23,28,31,36
大安站,2021/11/6,20,21,23,28,32
大安站,2021/11/6,21,17,21,23,31
大安站,2021/11/6,22,7,17,21,32
大安站,2021/11/6,23,5,7,17,31
大安站,2021/11/7,0,5,5,7,30
大安站,2021/11/7,1,5,5,5,29
大安站,2021/11/7,2,6,5,5,25
大安站,2021/11/7,3,7,6,5,18
大安站,2021/11/7,4,10,7,6,15
大安站,2021/11/7,5,10,10,7,13
大安站,2021/11/7,6,8,10,10,9
大安站,2021/11/7,7,6,8,10,11
大安站,2021/11/7,8,10,6,8,13
大安站,2021/11/7,9,11,10,6,15
大安站,2021/11/7,10,10,11,10,22
大安站,2021/11/7,11,8,10,11,24
大安站,2021/11/7,12,13,8,10,23
大安站,2021/11/7,13,14,13,8,26
大安站,2021/11/7,14,10,14,13,18
大安站,2021/11/7,15,11,10,14,31
大安站,2021/11/7,16,11,11,10,33
大安站,2021/11/7,17,10,11,11,31
大安站,2021/11/7,18,8,10,11,28
大安站,2021/11/7,19,10,8,10,23
大安站,2021/11/7,20,12,10,8,21
大安站,2021/11/7,21,14,12,10,17
大安站,2021/11/7,22,14,14,12,7
大安站,2021/11/7,23,11,14,14,5
大安站,2021/11/8,0,10,11,14,5
大安站,2021/11/8,1,12,10,11,5
大安站,2021/11/8,2,13,12,10,6
大安站,2021/11/8,3,14,13,12,7
大安站,2021/11/8,4,14,14,13,10
大安站,2021/11/8,5,16,14,14,10
大安站,2021/11/8,6,17,16,14,8
大安站,2021/11/8,7,20,17,16,6
大安站,2021/11/8,8,19,20,17,10
大安站,2021/11/8,9,13,19,20,11
大安站,2021/11/8,10,3,13,19,10
大安站,2021/11/8,11,1,3,13,8
大安站,2021/11/8,12,1,1,3,13
大安站,2021/11/8,13,1,1,1,14
大安站,2021/11/8,14,1,1,1,10
大安站,2021/11/8,15,1,1,1,11
大安站,2021/11/8,16,1,1,1,11
大安站,2021/11/8,17,1,1,1,10
大安站,2021/11/8,18,1,1,1,8
大安站,2021/11/8,19,5,1,1,10
大安站,2021/11/8,20,8,5,1,12
大安站,2021/11/8,21,9,8,5,14
大安站,2021/11/8,22,7,9,8,14
大安站,2021/11/8,23,8,7,9,11
大安站,2021/11/9,0,14,8,7,10
大安站,2021/11/9,1,15,14,8,12
大安站,2021/11/9,2,14,15,14,13
大安站,2021/11/9,3,12,14,15,14
大安站,2021/11/9,4,9,12,14,14
大安站,2021/11/9,5,14,9,12,16
大安站,2021/11/9,6,16,14,9,17
大安站,2021/11/9,7,17,16,14,20
大安站,2021/11/9,8,14,17,16,19
大安站,2021/11/9,9,10,14,17,13
大安站,2021/11/9,10,15,10,14,3
大安站,2021/11/9,11,18,15,10,1
大安站,2021/11/9,12,18,18,15,1
大安站,2021/11/9,13,16,18,18,1
大安站,2021/11/9,14,9,16,18,1
大安站,2021/11/9,15,12,9,16,1
大安站,2021/11/9,16,14,12,9,1
大安站,2021/11/9,17,14,14,12,1
大安站,2021/11/9,18,13,14,14,1
大安站,2021/11/9,19,10,13,14,5
大安站,2021/11/9,20,12,10,13,8
大安站,2021/11/9,21,19,12,10,9
大安站,2021/11/9,22,21,19,12,7
大安站,2021/11/9,23,17,21,19,8
大安站,2021/11/10,0,9,17,21,14
大安站,2021/11/10,1,11,9,17,15
大安站,2021/11/10,2,13,11,9,14
大安站,2021/11/10,3,13,13,11,12
大安站,2021/11/10,4,13,13,13,9
大安站,2021/11/10,5,11,13,13,14
大安站,2021/11/10,6,18,11,13,16
大安站,2021/11/10,7,21,18,11,17
大安站,2021/11/10,8,20,21,18,14
大安站,2021/11/10,9,19,20,21,10
大安站,2021/11/10,10,18,19,20,15
大安站,2021/11/10,11,10,18,19,18
大安站,2021/11/10,12,11,10,18,18
大安站,2021/11/10,13,11,11,10,16
大安站,2021/11/10,14,11,11,11,9
大安站,2021/11/10,15,11,11,11,12
大安站,2021/11/10,16,16,11,11,14
大安站,2021/11/10,17,19,16,11,14
大安站,2021/11/10,18,19,19,16,13
大安站,2021/11/10,19,18,19,19,10
大安站,2021/11/10,20,15,18,19,12
大安站,2021/11/10,21,15,15,18,19
大安站,2021/11/10,22,17,15,15,21
大安站,2021/11/10,23,18,17,15,17
大安站,2021/11/11,0,17,18,17,9
大安站,2021/11/11,1,13,17,18,11
大安站,2021/11/11,2,15,13,17,13
大安站,2021/11/11,3,20,15,13,13
大安站,2021/11/11,4,21,20,15,13
大安站,2021/11/11,5,19,21,20,11
大安站,2021/11/11,6,15,19,21,18
大安站,2021/11/11,7,13,15,19,21
大安站,2021/11/11,8,16,13,15,20
大安站,2021/11/11,9,17,16,13,19
大安站,2021/11/11,10,15,17,16,18
大安站,2021/11/11,11,8,15,17,10
大安站,2021/11/11,12,7,8,15,11
大安站,2021/11/11,13,12,7,8,11
大安站,2021/11/11,14,16,12,7,11
大安站,2021/11/11,15,17,16,12,11
大安站,2021/11/11,16,16,17,16,16
大安站,2021/11/11,17,11,16,17,19
大安站,2021/11/11,18,12,11,16,19
大安站,2021/11/11,19,16,12,11,18
大安站,2021/11/11,20,17,16,12,15
大安站,2021/11/11,21,15,17,16,15
大安站,2021/11/11,22,17,15,17,17
大安站,2021/11/11,23,21,17,15,18
大安站,2021/11/12,0,21,21,17,17
大安站,2021/11/12,1,21,21,21,13
大安站,2021/11/12,2,16,21,21,15
大安站,2021/11/12,3,13,16,21,20
大安站,2021/11/12,4,12,13,16,21
